0.00, 309.03, 0
0.00, 310.30, 0
0.00, 311.56, 0
6163.50, 305.08, 7
6401.25, 306.33, 12
0.00, 315.38, 0
0.00, 316.64, 0
0.00, 317.91, 0
0.00, 319.17, 0
0.00, 320.45, 0
0.00, 321.70, 0
0.00, 322.98, 0
10416.75, 4.25, 0
8077.75, 318.97, 11
8059.00, 320.25, 13
3996.75, 321.50, 14
8022.00, 326.67, 11
8526.50, 330.48, 13
2511.50, 241.06, 41
7382.00, 339.39, 12
14540.50, 343.22, 12
7376.75, 354.73, 11
7413.25, 358.55, 11
35.25, 101.81, 12
76.25, 100.89, 58
7574.50, 6.19, 13
7657.75, 7.45, 13
7806.25, 8.73, 12
7823.75, 10.00, 11
0.00, 19.12, 0
7029.50, 12.61, 10
9804.50, 210.47, 13
568.75, 124.75, 36
5399.75, 19.06, 15
5137.25, 20.34, 15
4940.75, 21.64, 15
10051.00, 58.92, 15
11343.50, 130.02, 3
3901.00, 30.64, 15
3983.25, 152.52, 15
3989.25, 39.64, 15
3552.75, 44.78, 13
3968.00, 56.20, 0
3977.75, 62.80, 15
2468.50, 67.97, 15
2442.50, 71.78, 15
9295.50, 74.36, 15
2547.25, 54.47, 9
1832.25, 83.42, 15
13642.50, 510.72, 15
3119.75, 124.22, 46
3159.75, 124.22, 39
4012.25, 106.64, 15
4815.50, 41.12, 13
1206.25, 111.97, 15
15823.50, 113.19, 15
3992.75, 122.44, 15
3980.75, 131.69, 15
4592.75, 125.62, 17
544.50, 147.80, 15
536.75, 149.20, 15
531.50, 150.64, 15
451.00, 154.64, 15
508.25, 157.00, 15
13651.75, 418.41, 15
499.25, 160.88, 15
493.50, 163.72, 15
10900.75, 22.89, 15
489.00, 167.59, 15
487.50, 168.67, 15
486.75, 170.03, 15
486.00, 171.48, 15
484.50, 172.81, 15
483.50, 174.06, 15
484.50, 175.23, 15
484.50, 176.61, 15
486.25, 177.69, 15
7759.50, 180.34, 15
490.25, 184.14, 15
3969.75, 363.58, 15
506.50, 191.83, 15
510.50, 193.00, 15
515.00, 194.31, 15
520.75, 195.52, 15
526.75, 196.89, 15
532.75, 198.09, 15
541.25, 199.22, 15
546.75, 200.61, 15
552.25, 201.94, 15
560.00, 203.12, 15
570.00, 204.22, 15
577.25, 205.48, 15
583.75, 206.81, 15
591.50, 208.11, 15
601.50, 209.22, 15
607.50, 210.45, 15
619.50, 211.70, 15
627.75, 212.98, 15
638.75, 214.25, 15
